Composition,Alloy_class,Dataset,temperature(K),Citation,log_H2_W% (max)
La1Ni4.95Sn0.05,AB5,HydPark,373,DOE_data_url,0.832909122935104
La1Ni4.9Al0.1,AB5,HydPark,298,DOE_data_url,0.9162907318741551
La1Ni4.9Mn0.1,AB5,HydPark,308,DOE_data_url,0.8754687373538999
La1Ni4.9Sn0.1,AB5,HydPark,308,DOE_data_url,0.832909122935104
La1Ni4Ag1,AB5,HydPark,313,DOE_data_url,0.7419373447293773
La1Ni4Al1,AB5,HydPark,293,DOE_data_url,0.7419373447293773
La1Ni4Al0.5Cu0.5,AB5,HydPark,295,DOE_data_url,0.8754687373538999
La1Ni4Co1,AB5,HydPark,313,DOE_data_url,0.8754687373538999
La1Ni4Co0.6Al0.4,AB5,HydPark,333,DOE_data_url,0.9162907318741551
La1Ni4Cr1,AB5,HydPark,293,DOE_data_url,0.5877866649021191
La1Ni4Cr1,AB5,HydPark,313,DOE_data_url,0.7419373447293773
La1Ni4Cu1,AB5,HydPark,293,DOE_data_url,0.7884573603642702
La1Ni4Cu1,AB5,HydPark,313,DOE_data_url,0.8415671856782186
La1Ni4Fe1,AB5,HydPark,313,DOE_data_url,0.5877866649021191
La1Ni4Fe0.5Cu0.5,AB5,HydPark,295,DOE_data_url,0.832909122935104
La1Ni4Mn1,AB5,HydPark,293,DOE_data_url,0.7884573603642702
La1Ni5,AB5,HydPark,195,DOE_data_url,0.9162907318741551
La1Ni5,AB5,HydPark,218,DOE_data_url,0.9162907318741551
La1Ni5,AB5,HydPark,233,DOE_data_url,1.0296194171811581
La1Ni5.2Mn0.05Al0.05,AB5,HydPark,293,DOE_data_url,0.5877866649021191
La1Ni5.5Mn0.1Al0.05,AB5,HydPark,293,DOE_data_url,0.6931471805599453
La1Ni5.63,AB5,HydPark,298,DOE_data_url,0.832909122935104
La1Ni6.37Mn0.33,AB5,HydPark,293,DOE_data_url,0.5877866649021191
La1Ni1Co4,AB5,HydPark,313,DOE_data_url,0.6931471805599453
La1Pt5,AB5,HydPark,294,DOE_data_url,0.3074846997479606
Nd1Co5,AB5,HydPark,295,DOE_data_url,0.4824261492442927
Nd1Co5,AB5,HydPark,303,DOE_data_url,0.5709795465857378
Nd1Cu5,AB5,HydPark,373,DOE_data_url,0.5068176023684519
Nd1Ni4.6Sn0.4,AB5,HydPark,293,DOE_data_url,0.6931471805599453
Nd1Ni4.8Sn0.2,AB5,HydPark,293,DOE_data_url,0.7419373447293773
Nd1Ni4.9Sn0.1,AB5,HydPark,293,DOE_data_url,0.7884573603642702
Nd1Ni5,AB5,HydPark,293,DOE_data_url,0.6418538861723948
Nd1Ni5 ,AB5,HydPark,303,DOE_data_url,0.8458682675776092
Pr0.8Ce0.3Cu5,AB5,HydPark,373,DOE_data_url,0.35767444427181594
Pr1Co5,AB5,HydPark,294,DOE_data_url,0.5877866649021191
Pr1Co5 ,AB5,HydPark,293,DOE_data_url,0.5877866649021191
Pr1Cu5,AB5,HydPark,373,DOE_data_url,0.4510756193602166
Pr1Ni2.5Cu2.5,AB5,HydPark,296,DOE_data_url,0.5877866649021191
Pr1Ni4.5Fe0.5 ,AB5,HydPark,296,DOE_data_url,0.8153648132841945
Pr1Ni5,AB5,HydPark,296,DOE_data_url,0.9477893989335261
Pr1Ni5 ,AB5,HydPark,293,DOE_data_url,0.8754687373538999
Sm1Co5,AB5,HydPark,293,DOE_data_url,0.49469624183610705
Sm1Co5,AB5,HydPark,298,DOE_data_url,0.5306282510621704
Sm1Ni5,AB5,HydPark,296,DOE_data_url,0.6418538861723948
Tb1Ni4.5Al0.5,AB5,HydPark,293,DOE_data_url,0.7419373447293773
Tb1Ni4Al1,AB5,HydPark,293,DOE_data_url,0.6418538861723948
Th1Co5,AB5,HydPark,294,DOE_data_url,0.4700036292457356
Th1Ni4Al1,AB5,HydPark,297,DOE_data_url,0.4054651081081644
Y1Co5,AB5,HydPark,304,DOE_data_url,0.5481214085096876
Y1Ni4.25Al0.75,AB5,HydPark,294,DOE_data_url,0.7419373447293773
Y1Ni4.5Al0.5,AB5,HydPark,293,DOE_data_url,0.7419373447293773
Y1Ni4Al1,AB5,HydPark,333,DOE_data_url,0.6931471805599453
Y1Ni4Mn1,AB5,HydPark,294,DOE_data_url,0.7884573603642702
Y1Ni5,AB5,HydPark,296,DOE_data_url,0.76080582903376
Ca1Al1.8B0.2,AB2,HydPark,313,DOE_data_url,0.5306282510621704
Ca1Ni5,AB5,HydPark,295,DOE_data_url,0.262364264467491
Ti1Be2,AB2,HydPark,295,DOE_data_url,1.6863989535702288
Zr1Mg1Ni2V2,AB2,Extracted,300,https://doi.org/10.1016/j.pnsc.2021.01.008,1.0296194171811581
Ce1Ni4Cr1,AB5,Extracted,293,https://doi.org/10.1016/j.jallcom.2006.05.013,1.7457155307266483
La0.55Y0.45Ni5,AB5,Extracted,253,https://doi.org/10.1016/j.jallcom.2005.01.127,0.832909122935104
Zr1Fe1.9,AB2,Extracted,295,http://dx.doi.org/10.1016/j.ijhydene.2010.06.118,1.0296194171811581
Ce1Ni4Zr1,AB5,Extracted,293,https://doi.org/10.1016/j.jallcom.2006.08.326,1.7817091333745536
La0.7Mg0.3Ni2.65Mn0.1Co0.90,AB5,Extracted,303,https://doi.org/10.1016/j.jallcom.2004.06.044,0.9400072584914712
La1Ni4.7Al0.3,AB5,Extracted,353,https://doi.org/10.1007/s12034-014-0014-5,0.8878912573524571
Zr1.05Fe1.9Cr0.1,AB2,Extracted,243,https://doi.org/10.1016/j.jallcom.2019.07.170,0.6678293725756554
Zr1.05Fe1.85Cr0.15,AB2,Extracted,243,https://doi.org/10.1016/j.jallcom.2019.07.170,0.9282193027394289
La0.9Ce0.1Ni5,AB5,Extracted,373,https://www.academia.edu/56368339/Stabilisation_of_high_dissociation_pressure_hydrides_of_formula_La1_xCexNi5_x_0_0_3_with_carbon_monoxide,0.8754687373538999
Zr1.05Fe1.8Cr0.2,AB2,Extracted,243,https://doi.org/10.1016/j.jallcom.2019.07.170,0.9122827104766162
Zr1.05Fe1.75Cr0.25,AB2,Extracted,243,https://doi.org/10.1016/j.jallcom.2019.07.170,0.8960880245566356
Zr0.75Ti0.25Cr1.5Ni0.5,AB2,Extracted,313,https://doi.org/10.1016/S0925-8388(98)00792-0,1.0116009116784799
Zr1Mn2,AB2,Extracted,298,https://doi.org/10.1016/j.jallcom.2019.05.076,0.8197798314933114
ZrCr1.6Mo0.4,AB2,Extracted,393,https://doi.org/10.1016/0925-8388(95)01714-3,0.688134638736401
Zr0.9Ti0.1Cr0.8V0.8Ni0.4,AB2,Extracted,303,https://doi.org/10.4028/www.scientific.net/MSF.636-637.880,0.8109302162163288
La0.9Ce0.1Ni5,AB5,Extracted,373,https://www.academia.edu/56368339/Stabilisation_of_high_dissociation_pressure_hydrides_of_formula_La1_xCexNi5_x_0_0_3_with_carbon_monoxide,0.8754687373538999
Ti0.47V0.46Mn1,AB,Extracted,303,http://dx.doi.org/10.1016/j.jallcom.2013.03.208,0.9477893989335261
Ti0.5V0.5Mn1,AB,Extracted,303,http://dx.doi.org/10.1016/j.jallcom.2013.03.208,0.9669838461896731
Ti0.5V0.5Mn1,AB,Extracted,260,https://doi.org/10.1016/j.jallcom.2008.07.121,1.1314021114911006
Ti1.1Cr1Mn1,AB2,Extracted,296,https://doi.org/10.1016/j.jallcom.2005.08.078,1.0296194171811581
Ti0.97Zr0.03Cr1.6Mn0.4,AB2,Extracted,293,https://doi.org/10.1016/j.jallcom.2005.11.001,0.9360933591703349
Ti0.7V0.3Mn1,AB,Extracted,243,dx.doi.org/10.1016/j.jallcom.2007.11.120,0.9932517730102833
V0.5Cr0.5,AB,Extracted,300,https://doi.org/10.1134/S0020168513020180,1.0296194171811581
Ti0.42V0.58Mn1,AB,Extracted,353,https://doi.org/10.1016/j.jallcom.2018.03.154,1.324418957401803
Ti0.4Cr0.1Mn0.18V0.27Fe0.05,AB,Extracted,333,https://doi.org/10.1016/j.ijhydene.2005.09.008,1.3887912413184778
Ti1Cr1.1V0.9,AB2,Extracted,303,https://doi.org/10.1016/S0360-3199(03)00006-5,1.5040773967762742
Ti0.4Cr0.1Mn0.18V0.32,AB,Extracted,293,http://dx.doi.org/10.1016/j.jallcom.2004.09.058,1.6054298910365616
Ce1Ni3Cr2,AB5,Extracted,293,http://dx.doi.org/10.1016/j.jallcom.2006.05.013,1.8229350866965048
Ti1.1Cr1Mn1,AB2,Extracted,283,https://patents.google.com/patent/AU2020325061A1/en?oq=AU2020325061A1,0.4054651081081644
Ti1.1Cr1Mn1V0.17Fe0.03,AB2,Extracted,283,https://patents.google.com/patent/AU2020325061A1/en?oq=AU2020325061A1,0.8754687373538999
Ti1.1Cr1Mn1V0.255Fe0.045,AB2,Extracted,283,https://patents.google.com/patent/AU2020325061A1/en?oq=AU2020325061A1,1.7749523509116738
Ti1Mn1.5V0.425 Fe0.075,AB2,Extracted,283,https://patents.google.com/patent/AU2020325061A1/en?oq=AU2020325061A1,0.7884573603642702
Ti0.8Zr0.2Mn1.2Cr0.8,AB2,Extracted,273,https://patents.google.com/patent/US4160014A/en?oq=US4160014,1.144222799920162
Ti0.8Zr0.2Mn1.2Cr0.8,AB2,Extracted,293,https://patents.google.com/patent/US4160014A/en?oq=US4160014,1.1151415906193203
Ti0.8Zr0.2Mn0.5Cr1.5,AB2,Extracted,297,https://patents.google.com/patent/US4160014A/en?oq=US4160014,0.9439058989071284
Ti0.8Zr0.2Mn1.7V0.3,AB2,Extracted,293,https://patents.google.com/patent/US4160014A/en?oq=US4160014,1.144222799920162
Ti0.8Zr0.2Mn1.7V0.3,AB2,Extracted,333,https://patents.google.com/patent/US4160014A/en?oq=US4160014,1.091923300517313
Ti0.7Zr0.3Mn1.6Ni0.4,AB2,Extracted,273,https://patents.google.com/patent/US4160014A/en?oq=US4160014,0.5481214085096876
Ti0.7Zr0.3Mn1.6Ni0.4,AB2,Extracted,313,https://patents.google.com/patent/US4160014A/en?oq=US4160014,0.10436001532424277
Ti0.6Zr0.4Mn1.7Ni0.3,AB2,Extracted,293,https://patents.google.com/patent/US4160014A/en?oq=US4160014,1.0224509277025458
Ti0.6Zr0.4Mn1.7Ni0.3,AB2,Extracted,313,https://patents.google.com/patent/US4160014A/en?oq=US4160014,1.000631880307906
Ti0.6Zr0.4Mn1.9Fe0.1,AB2,Extracted,293,https://patents.google.com/patent/US4160014A/en?oq=US4160014,0.9242589015233319
Ti0.6Zr0.4Mn1.9Fe0.1,AB2,Extracted,333,https://patents.google.com/patent/US4160014A/en?oq=US4160014,0.8415671856782186
Ti0.9Zr0.1Mn1.65Cr0.2V0.15,AB2,Extracted,273,https://patents.google.com/patent/US4160014A/en?oq=US4160014,0.7178397931503169
Ti0.9Zr0.1Mn1.65Cr0.2V0.15,AB2,Extracted,293,https://patents.google.com/patent/US4160014A/en?oq=US4160014,0.3293037471426004
Ti0.9Zr0.1Mn1.6Cr0.2V0.2,AB2,Extracted,273,https://patents.google.com/patent/US4160014A/en?oq=US4160014,1.184789984909162
Ti0.9Zr0.1Mn1.6Cr0.2V0.2,AB2,Extracted,293,https://patents.google.com/patent/US4160014A/en?oq=US4160014,1.1474024528375417
Ti0.9Zr0.1Mn1.6Cr0.2V0.2,AB2,Extracted,313,https://patents.google.com/patent/US4160014A/en?oq=US4160014,1.1052568313867783
Ti0.9Zr0.1Mn1.4Cr0.4V0.2,AB2,Extracted,333,https://patents.google.com/patent/US4160014A/en?oq=US4160014,0.9360933591703349
Ti0.9Zr0.1Mn1.4Cr0.4V0.2,AB2,Extracted,273,https://patents.google.com/patent/US4160014A/en?oq=US4160014,1.1817271953786161
Ti0.9Zr0.1Mn1.4Cr0.4V0.2,AB2,Extracted,294,https://patents.google.com/patent/US4160014A/en?oq=US4160014,1.1537315878891892
Ti0.9Zr0.1Mn1.4Cr0.4V0.2,AB2,Extracted,313,https://patents.google.com/patent/US4160014A/en?oq=US4160014,1.1216775615991057
Ti0.9Zr0.1Mn1.2Cr0.6V0.2,AB2,Extracted,333,https://patents.google.com/patent/US4160014A/en?oq=US4160014,1.0116009116784799
Ti0.9Zr0.1Mn1.2Cr0.6V0.2,AB2,Extracted,273,https://patents.google.com/patent/US4160014A/en?oq=US4160014,1.1755733298042381
Ti0.9Zr0.1Mn1.2Cr0.6V0.2,AB2,Extracted,294,https://patents.google.com/patent/US4160014A/en?oq=US4160014,1.1537315878891892
Ti0.9Zr0.1Mn1.2Cr0.6V0.2,AB2,Extracted,313,https://patents.google.com/patent/US4160014A/en?oq=US4160014,1.0367368849500223
Ti0.9Zr0.1Mn1.4Cr0.2V0.4,AB2,Extracted,333,https://patents.google.com/patent/US4160014A/en?oq=US4160014,1.007957920399979
Ti0.9Zr0.1Mn1.4Cr0.2V0.4,AB2,Extracted,292,https://patents.google.com/patent/US4160014A/en?oq=US4160014,1.1410330045520618
Ti0.9Zr0.1Mn1.4Cr0.2V0.4,AB2,Extracted,313,https://patents.google.com/patent/US4160014A/en?oq=US4160014,1.1216775615991057
Ti0.9Zr0.1Mn1.0Cr0.8V0.2,AB2,Extracted,297,https://patents.google.com/patent/US4160014A/en?oq=US4160014,1.1052568313867783
Ti0.9Zr0.1Mn1.0Cr0.8V0.2,AB2,Extracted,333,https://patents.google.com/patent/US4160014A/en?oq=US4160014,0.9631743177730056
Ti0.9Zr0.1Mn0.8Cr1.0V0.2,AB2,Extracted,293,https://patents.google.com/patent/US4160014A/en?oq=US4160014,1.1249295969854831
Ti0.9Zr0.1Mn0.8Cr1.0V0.2,AB2,Extracted,313,https://patents.google.com/patent/US4160014A/en?oq=US4160014,1.0986122886681098
Ti0.85Zr0.15Mn1.6Cr0.2V0.2,AB2,Extracted,291,https://patents.google.com/patent/US4160014A/en?oq=US4160014,1.1568811967920856
Ti0.85Zr0.15Mn1.6Cr0.2V0.2,AB2,Extracted,313,https://patents.google.com/patent/US4160014A/en?oq=US4160014,1.1537315878891892
Ti0.8Zr0.2Mn1.8Cr0.1V0.1,AB2,Extracted,292,https://patents.google.com/patent/US4160014A/en?oq=US4160014,0.5481214085096876
Ti0.8Zr0.2Mn1.8Cr0.1V0.1,AB2,Extracted,313,https://patents.google.com/patent/US4160014A/en?oq=US4160014,0.49469624183610705
Ti0.8Zr0.2Mn1.7Cr0.2V0.1,AB2,Extracted,289,https://patents.google.com/patent/US4160014A/en?oq=US4160014,1.1216775615991057
Ti0.8Zr0.2Mn1.7Cr0.2V0.1,AB2,Extracted,313,https://patents.google.com/patent/US4160014A/en?oq=US4160014,1.1052568313867783
Ti0.8Zr0.2Mn1.7Cr0.1V0.2,AB2,Extracted,292,https://patents.google.com/patent/US4160014A/en?oq=US4160014,1.1537315878891892
Ti0.8Zr0.2Mn1.7Cr0.1V0.2,AB2,Extracted,313,https://patents.google.com/patent/US4160014A/en?oq=US4160014,1.1314021114911006
Ti0.8Zr0.2Mn1.6Cr0.2V0.2,AB2,Extracted,298,https://patents.google.com/patent/US4160014A/en?oq=US4160014,1.1631508098056809
Ti0.8Zr0.2Mn1.6Cr0.2V0.2,AB2,Extracted,333,https://patents.google.com/patent/US4160014A/en?oq=US4160014,1.1052568313867783
Ti0.8Zr0.2Mn1.5Cr0.3V0.2,AB2,Extracted,293,https://patents.google.com/patent/US4160014A/en?oq=US4160014,1.1346227261911428
Ti0.8Zr0.2Mn1.5Cr0.3V0.2,AB2,Extracted,313,https://patents.google.com/patent/US4160014A/en?oq=US4160014,1.1474024528375417
Ti0.8Zr0.2Mn1.4Cr0.4V0.2,AB2,Extracted,297,https://patents.google.com/patent/US4160014A/en?oq=US4160014,1.172482137234565
Ti0.8Zr0.2Mn1.4Cr0.4V0.2,AB2,Extracted,333,https://patents.google.com/patent/US4160014A/en?oq=US4160014,1.1314021114911006
Ti0.8Zr0.2Mn1.2Cr0.6V0.2,AB2,Extracted,298,https://patents.google.com/patent/US4160014A/en?oq=US4160014,1.1537315878891892
Ti0.8Zr0.2Mn1.2Cr0.6V0.2,AB2,Extracted,333,https://patents.google.com/patent/US4160014A/en?oq=US4160014,1.1216775615991057
Ti0.8Zr0.2Mn1.0Cr0.8V0.2,AB2,Extracted,299,https://patents.google.com/patent/US4160014A/en?oq=US4160014,1.1537315878891892
Ti0.8Zr0.2Mn1.0Cr0.8V0.2,AB2,Extracted,333,https://patents.google.com/patent/US4160014A/en?oq=US4160014,1.1378330018213911
Ti0.8Zr0.2Mn0.8Cr1.0V0.2,AB2,Extracted,298,https://patents.google.com/patent/US4160014A/en?oq=US4160014,1.1631508098056809
Ti0.8Zr0.2Mn0.8Cr1.0V0.2,AB2,Extracted,330,https://patents.google.com/patent/US4160014A/en?oq=US4160014,1.091923300517313
Ti0.8Zr0.2Mn0.6Cr1.2V0.2,AB2,Extracted,297,https://patents.google.com/patent/US4160014A/en?oq=US4160014,1.1568811967920856
Ti0.8Zr0.2Mn0.6Cr1.2V0.2,AB2,Extracted,333,https://patents.google.com/patent/US4160014A/en?oq=US4160014,1.0986122886681098
Ti0.8Zr0.2Mn0.8Cr0.8V0.4,AB2,Extracted,296,https://patents.google.com/patent/US4160014A/en?oq=US4160014,1.2119409739751128
Ti0.8Zr0.2Mn0.8Cr0.8V0.4,AB2,Extracted,333,https://patents.google.com/patent/US4160014A/en?oq=US4160014,1.184789984909162
Ti0.8Zr0.2Mn0.6Cr1.0V0.4,AB2,Extracted,296,https://patents.google.com/patent/US4160014A/en?oq=US4160014,1.2237754316221157
Ti0.8Zr0.2Mn0.6Cr1.0V0.4,AB2,Extracted,333,https://patents.google.com/patent/US4160014A/en?oq=US4160014,1.1817271953786161
Ti0.7Zr0.3Mn1.6Cr0.3V0.1,AB2,Extracted,293,https://patents.google.com/patent/US4160014A/en?oq=US4160014,1.1346227261911428
Ti0.7Zr0.3Mn1.6Cr0.3V0.1,AB2,Extracted,313,https://patents.google.com/patent/US4160014A/en?oq=US4160014,1.1410330045520618
Ti0.7Zr0.3Mn1.4Cr0.2V0.2,AB2,Extracted,293,https://patents.google.com/patent/US4160014A/en?oq=US4160014,1.169381359556317
Ti0.7Zr0.3Mn1.4Cr0.2V0.2,AB2,Extracted,323,https://patents.google.com/patent/US4160014A/en?oq=US4160014,1.1314021114911006
Ti0.6Zr0.4Mn1.4Cr0.2V0.2,AB2,Extracted,296,https://patents.google.com/patent/US4160014A/en?oq=US4160014,0.2468600779315258
Ti0.6Zr0.4Mn0.8Cr1.0V0.2,AB2,Extracted,298,https://patents.google.com/patent/US4160014A/en?oq=US4160014,1.1786549963416462
Ti0.6Zr0.4Mn0.8Cr1.0V0.2,AB2,Extracted,333,https://patents.google.com/patent/US4160014A/en?oq=US4160014,1.1474024528375417
Ti0.8Zr0.2Mn1.0Cr0.8Fe0.2,AB2,Extracted,293,https://patents.google.com/patent/US4160014A/en?oq=US4160014,0.7323678937132266
Ti0.8Zr0.2Mn0.8Cr1.0Fe0.2,AB2,Extracted,273,https://patents.google.com/patent/US4160014A/en?oq=US4160014,1.0885619528146082
Ti0.8Zr0.2Mn0.8Cr1.0Fe0.2,AB2,Extracted,293,https://patents.google.com/patent/US4160014A/en?oq=US4160014,1.0647107369924282
Ti0.8Zr0.2Mn1.4Cr0.4Cu0.2,AB2,Extracted,293,https://patents.google.com/patent/US4160014A/en?oq=US4160014,0.8754687373538999
Ti0.8Zr0.2Mn1.4Cr0.4Cu0.2,AB2,Extracted,313,https://patents.google.com/patent/US4160014A/en?oq=US4160014,0.8501509293696101
Ti0.7Zr0.3Mn1.4Cr0.2Cu0.4,AB2,Extracted,313,https://patents.google.com/patent/US4160014A/en?oq=US4160014,1.0818051703517284
Ti0.7Zr0.3Mn1.4Cr0.2Cu0.4,AB2,Extracted,333,https://patents.google.com/patent/US4160014A/en?oq=US4160014,1.0784095813505903
Ti0.6Zr0.4Mn1.4Cr0.4Cu0.2,AB2,Extracted,293,https://patents.google.com/patent/US4160014A/en?oq=US4160014,1.1085626195212777
Ti0.6Zr0.4Mn1.4Cr0.4Cu0.2,AB2,Extracted,313,https://patents.google.com/patent/US4160014A/en?oq=US4160014,1.0986122886681098
Ti0.8Zr0.2Mn1.4Cr0.4Ni0.2,AB2,Extracted,333,https://patents.google.com/patent/US4160014A/en?oq=US4160014,1.0818051703517284
Ti0.8Zr0.2Mn1.4Cr0.4Ni0.2,AB2,Extracted,273,https://patents.google.com/patent/US4160014A/en?oq=US4160014,0.5766133643039938
Ti0.8Zr0.2Mn1.4Cr0.4Ni0.2,AB2,Extracted,293,https://patents.google.com/patent/US4160014A/en?oq=US4160014,0.33647223662121295
Ti0.9Zr0.1Mn1.6Cr0.2Nb0.2,AB2,Extracted,291,https://patents.google.com/patent/US4160014A/en?oq=US4160014,1.0188473201992472
Ti0.9Zr0.1Mn1.6Cr0.2Nb0.2,AB2,Extracted,313,https://patents.google.com/patent/US4160014A/en?oq=US4160014,0.9439058989071284
Ti0.85Zr0.15Mn1.65Cr0.2Nb0.15,AB2,Extracted,291,https://patents.google.com/patent/US4160014A/en?oq=US4160014,1.0681530811834012
Ti0.85Zr0.15Mn1.65Cr0.2Nb0.15,AB2,Extracted,313,https://patents.google.com/patent/US4160014A/en?oq=US4160014,0.9858167945227653
Ti0.8Zr0.2Mn1.4Cr0.4Nb0.2,AB2,Extracted,291,https://patents.google.com/patent/US4160014A/en?oq=US4160014,1.095273387402595
Ti0.8Zr0.2Mn1.4Cr0.4Nb0.2,AB2,Extracted,313,https://patents.google.com/patent/US4160014A/en?oq=US4160014,1.0885619528146082
Ti0.8Zr0.2Mn1.0Cr0.8Nb0.2,AB2,Extracted,288,https://patents.google.com/patent/US4160014A/en?oq=US4160014,1.095273387402595
Ti0.8Zr0.2Mn0.7Cr1.0Mo0.3,AB2,Extracted,298,https://patents.google.com/patent/US4160014A/en?oq=US4160014,1.0188473201992472
Ti0.8Zr0.2Mn0.7Cr1.0Mo0.3,AB2,Extracted,333,https://patents.google.com/patent/US4160014A/en?oq=US4160014,0.8919980393051105
Ti0.8Zr0.2Mn1.6Cr0.2Ta0.2,AB2,Extracted,290,https://patents.google.com/patent/US4160014A/en?oq=US4160014,0.8796267475025635
Ti0.8Zr0.2Mn1.6Cr0.2Ce0.2,AB2,Extracted,293,https://patents.google.com/patent/US4160014A/en?oq=US4160014,1.128171090909654
Ti0.8Zr0.2Mn1.6Cr0.2Ce0.2,AB2,Extracted,313,https://patents.google.com/patent/US4160014A/en?oq=US4160014,1.1249295969854831
Ti0.8Zr0.2Mn1.6Cr0.2La0.2,AB2,Extracted,293,https://patents.google.com/patent/US4160014A/en?oq=US4160014,1.1346227261911428
Ti0.8Zr0.2Mn1.6Cr0.2La0.2,AB2,Extracted,313,https://patents.google.com/patent/US4160014A/en?oq=US4160014,1.1537315878891892
Ti0.8Zr0.2Mn1.7V0.2Mo0.01,AB2,Extracted,287,https://patents.google.com/patent/US4160014A/en?oq=US4160014,1.1410330045520618
Ti0.8Zr0.2Mn1.7V0.2Mo0.01,AB2,Extracted,313,https://patents.google.com/patent/US4160014A/en?oq=US4160014,1.1184149159642893
Ti0.7Zr0.2Mn1.7V0.1Mo0.03,AB2,Extracted,293,https://patents.google.com/patent/US4160014A/en?oq=US4160014,0.9707789171582248
Ti1Fe1,AB,Extracted,293,https://patents.google.com/patent/US4370163A/en?oq=US4370163,1.0750024230289759
Ti0.98Zr0.02Fe1,AB,Extracted,293,https://patents.google.com/patent/US4370163A/en?oq=US4370163,1.0818051703517284
Ti0.95Zr0.05Fe1,AB,Extracted,293,https://patents.google.com/patent/US4370163A/en?oq=US4370163,1.0543120297715298
Ti0.98Zr0.02Fe0.92,AB,Extracted,293,https://patents.google.com/patent/US4370163A/en?oq=US4370163,1.1216775615991057
Ti0.99Hf0.01Fe1,AB,Extracted,293,https://patents.google.com/patent/US4370163A/en?oq=US4370163,1.0681530811834012
Ti0.98Hf0.02Fe1,AB,Extracted,293,https://patents.google.com/patent/US4370163A/en?oq=US4370163,1.0612565021243408
Ti0.95Hf0.05Fe1,AB,Extracted,293,https://patents.google.com/patent/US4370163A/en?oq=US4370163,1.0473189942805592
Ti0.9Hf0.1Fe1,AB,Extracted,293,https://patents.google.com/patent/US4370163A/en?oq=US4370163,1.0224509277025458
Ti0.95Hf0.05Fe0.9,AB,Extracted,293,https://patents.google.com/patent/US4370163A/en?oq=US4370163,1.095273387402595
Ti0.91Hf0.09Fe0.85,AB,Extracted,293,https://patents.google.com/patent/US4370163A/en?oq=US4370163,1.1786549963416462
Ti0.98Hf0.02Fe0.98Cr0.02,AB,Extracted,293,https://patents.google.com/patent/US4370163A/en?oq=US4370163,1.085189268335969
Ti0.98Hf0.02Fe0.98V0.02,AB,Extracted,293,https://patents.google.com/patent/US4370163A/en?oq=US4370163,1.0647107369924282
Ti0.95Zr0.05Fe0.95V0.005,AB,Extracted,293,https://patents.google.com/patent/US4370163A/en?oq=US4370163,1.1314021114911006
Ti0.98Zr0.02Fe0.98Cu0.02,AB,Extracted,293,https://patents.google.com/patent/US4370163A/en?oq=US4370163,1.0750024230289759
Ti0.98Zr0.02Fe0.98Mo0.02,AB,Extracted,293,https://patents.google.com/patent/US4370163A/en?oq=US4370163,1.0367368849500223
Ti0.98Zr0.02Fe0.98Co0.02,AB,Extracted,293,https://patents.google.com/patent/US4370163A/en?oq=US4370163,1.0577902941478545
Ti0.98Zr0.02Fe0.98Ni0.02,AB,Extracted,293,https://patents.google.com/patent/US4370163A/en?oq=US4370163,1.0508216248317612
Ti0.98Zr0.02Fe0.98Nb0.02,AB,Extracted,293,https://patents.google.com/patent/US4370163A/en?oq=US4370163,1.0750024230289759
Ti0.98Zr0.02Fe0.98Mn0.02,AB,Extracted,293,https://patents.google.com/patent/US4370163A/en?oq=US4370163,1.0784095813505903
Ti0.95Hf0.05Fe0.95Nb0.05,AB,Extracted,293,https://patents.google.com/patent/US4370163A/en?oq=US4370163,1.1118575154181303
Ti0.98Hf0.02Fe0.95Cr0.03,AB,Extracted,293,https://patents.google.com/patent/US4370163A/en?oq=US4370163,1.0647107369924282
Ti0.95Zr0.05Fe0.95V0.03Mn0.02,AB,Extracted,293,https://patents.google.com/patent/US4370163A/en?oq=US4370163,1.0986122886681098
Ti0.95Hf0.05Fe0.85Cr0.05,AB,Extracted,293,https://patents.google.com/patent/US4370163A/en?oq=US4370163,1.0367368849500223
Ti0.98Hf0.02Fe1.15Cr0.02,AB,Extracted,293,https://patents.google.com/patent/US4370163A/en?oq=US4370163,0.9707789171582248
Ti0.95Zr0.03Hf0.02Fe0.95Nb0.05,AB,Extracted,293,https://patents.google.com/patent/US4370163A/en?oq=US4370163,1.095273387402595
Ca1Ni3,MIC,HydPark,293,DOE_data_url,1.0986122886681098
Ca1Ti1Mg1Ni9,MIC,HydPark,293,DOE_data_url,1.0647107369924282
Ce2Co7,MIC,HydPark,323,DOE_data_url,0.6931471805599453
Ce2Ni7,MIC,HydPark,323,DOE_data_url,0.4700036292457356
Ce3Ni1,MIC,HydPark,303,DOE_data_url,1.0647107369924282
Ce1Co3,MIC,HydPark,323,DOE_data_url,0.9555114450274363
Ce1Mg12,MIC,HydPark,598,DOE_data_url,1.9459101490553132
Ce1Mg9,MIC,HydPark,622,DOE_data_url,1.6094379124341003
Ce1Ni3,MIC,HydPark,323,DOE_data_url,0.6418538861723948
Ce1Pt1Al1,MIC,HydPark,295,DOE_data_url,0.262364264467491
Dy2Co7,MIC,HydPark,323,DOE_data_url,0.7419373447293773
Dy1Co3,MIC,HydPark,323,DOE_data_url,0.8754687373538999
Dy1Co3,MIC,HydPark,373,DOE_data_url,0.832909122935104
Dy1Fe3,MIC,HydPark,293,DOE_data_url,0.7419373447293773
Er2Co7,MIC,HydPark,323,DOE_data_url,0.832909122935104
Er1Co3,MIC,HydPark,323,DOE_data_url,0.832909122935104
